iShares Russell 1000 ETF
Fund Holdings as of,"Apr 22, 2026"
Inception Date,"May 15, 2000"
Shares Outstanding,"119,000,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"EG","EVEREST GROUP LTD","Financials","Equity","10,159,215.00","0.02","10,159,215.00","29,447.00","345.00","United States","NYSE","USD","1.00","USD","-"
"ONTO","ONTO INNOVATION INC","Information Technology","Equity","10,149,403.56","0.02","10,149,403.56","34,134.00","297.34","United States","NYSE","USD","1.00","USD","-"
"PR","PERMIAN RESOURCES CORP CLASS A","Energy","Equity","10,126,939.36","0.02","10,126,939.36","498,373.00","20.32","United States","NYSE","USD","1.00","USD","-"
"DKS","DICKS SPORTING INC","Consumer Discretionary","Equity","10,087,566.63","0.02","10,087,566.63","44,203.00","228.21","United States","NYSE","USD","1.00","USD","-"
"RKT","ROCKET COMPANIES INC CLASS A","Financials","Equity","10,066,891.47","0.02","10,066,891.47","657,537.00","15.31","United States","NYSE","USD","1.00","USD","-"
"TRU","TRANSUNION","Industrials","Equity","10,013,880.59","0.02","10,013,880.59","135,341.00","73.99","United States","NYSE","USD","1.00","USD","-"
"HII","HUNTINGTON INGALLS INDUSTRIES INC","Industrials","Equity","9,979,502.88","0.02","9,979,502.88","27,201.00","366.88","United States","NYSE","USD","1.00","USD","-"
"ZS","ZSCALER INC","Information Technology","Equity","9,974,787.20","0.02","9,974,787.20","69,920.00","142.66","United States","NASDAQ","USD","1.00","USD","-"
"RL","RALPH LAUREN CORP CLASS A","Consumer Discretionary","Equity","9,960,571.89","0.02","9,960,571.89","26,541.00","375.29","United States","NYSE","USD","1.00","USD","-"
"HST","HOST HOTELS & RESORTS REIT INC","Real Estate","Equity","9,956,292.00","0.02","9,956,292.00","477,520.00","20.85","United States","NASDAQ","USD","1.00","USD","-"
"REG","REGENCY CENTERS REIT CORP","Real Estate","Equity","9,949,023.00","0.02","9,949,023.00","125,937.00","79.00","United States","NASDAQ","USD","1.00","USD","-"
"TOL","TOLL BROTHERS INC","Consumer Discretionary","Equity","9,931,549.92","0.02","9,931,549.92","67,096.00","148.02","United States","NYSE","USD","1.00","USD","-"
"PFGC","PERFORMANCE FOOD GROUP","Consumer Staples","Equity","9,912,268.30","0.02","9,912,268.30","107,918.00","91.85","United States","NYSE","USD","1.00","USD","-"
"GGG","GRACO INC","Industrials","Equity","9,889,922.20","0.02","9,889,922.20","115,604.00","85.55","United States","NYSE","USD","1.00","USD","-"
"RNR","RENAISSANCERE HOLDING LTD","Financials","Equity","9,809,272.80","0.02","9,809,272.80","31,536.00","311.05","United States","NYSE","USD","1.00","USD","-"
"RRX","REGAL REXNORD CORP","Industrials","Equity","9,776,415.42","0.02","9,776,415.42","46,303.00","211.14","United States","NYSE","USD","1.00","USD","-"
"LECO","LINCOLN ELECTRIC HOLDINGS INC","Industrials","Equity","9,776,731.26","0.02","9,776,731.26","37,802.00","258.63","United States","NASDAQ","USD","1.00","USD","-"
"FNF","FIDELITY NATIONAL FINANCIAL INC","Financials","Equity","9,770,222.99","0.02","9,770,222.99","192,973.00","50.63","United States","NYSE","USD","1.00","USD","-"
"PNFP","PINNACLE FINANCIAL PARTNERS INC","Financials","Equity","9,758,046.09","0.02","9,758,046.09","101,933.00","95.73","United States","NYSE","USD","1.00","USD","-"
"VIK","VIKING HOLDINGS","Consumer Discretionary","Equity","9,732,656.43","0.02","9,732,656.43","121,643.00","80.01","United States","NYSE","USD","1.00","USD","-"
"AKAM","AKAMAI TECHNOLOGIES INC","Information Technology","Equity","9,715,078.62","0.02","9,715,078.62","100,042.00","97.11","United States","NASDAQ","USD","1.00","USD","-"
"FOXA","FOX CORP CLASS A","Communication","Equity","9,644,859.40","0.02","9,644,859.40","147,115.00","65.56","United States","NASDAQ","USD","1.00","USD","-"
"RIVN","RIVIAN AUTOMOTIVE INC CLASS A","Consumer Discretionary","Equity","9,583,875.34","0.02","9,583,875.34","540,241.00","17.74","United States","NASDAQ","USD","1.00","USD","-"
"RGA","REINSURANCE GROUP OF AMERICA INC","Financials","Equity","9,506,897.44","0.02","9,506,897.44","45,896.00","207.14","United States","NYSE","USD","1.00","USD","-"
"PODD","INSULET CORP","Health Care","Equity","9,491,252.40","0.02","9,491,252.40","49,020.00","193.62","United States","NASDAQ","USD","1.00","USD","-"
"QXO","QXO INC","Industrials","Equity","9,449,920.80","0.02","9,449,920.80","450,855.00","20.96","United States","NYSE","USD","1.00","USD","-"
"TOST","TOAST INC CLASS A","Financials","Equity","9,433,327.68","0.02","9,433,327.68","320,208.00","29.46","United States","NYSE","USD","1.00","USD","-"
"RPM","RPM INTERNATIONAL INC","Materials","Equity","9,406,355.12","0.02","9,406,355.12","88,306.00","106.52","United States","NYSE","USD","1.00","USD","-"
"ALGN","ALIGN TECHNOLOGY INC","Health Care","Equity","9,372,562.35","0.02","9,372,562.35","47,807.00","196.05","United States","NASDAQ","USD","1.00","USD","-"
"CG","CARLYLE GROUP INC","Financials","Equity","9,350,549.04","0.02","9,350,549.04","182,343.00","51.28","United States","NASDAQ","USD","1.00","USD","-"
"APA","APA CORP","Energy","Equity","9,336,536.66","0.02","9,336,536.66","245,311.00","38.06","United States","NASDAQ","USD","1.00","USD","-"
"TW","TRADEWEB MARKETS INC CLASS A","Financials","Equity","9,326,191.20","0.02","9,326,191.20","81,780.00","114.04","United States","NASDAQ","USD","1.00","USD","-"
"OHI","OMEGA HEALTHCARE INVESTORS REIT IN","Real Estate","Equity","9,319,455.53","0.02","9,319,455.53","207,053.00","45.01","United States","NYSE","USD","1.00","USD","-"
"DTM","DT MIDSTREAM INC","Energy","Equity","9,288,086.36","0.02","9,288,086.36","70,546.00","131.66","United States","NYSE","USD","1.00","USD","-"
"COO","COOPER INC","Health Care","Equity","9,266,747.00","0.02","9,266,747.00","138,475.00","66.92","United States","NASDAQ","USD","1.00","USD","-"
"APTV","APTIV PLC","Consumer Discretionary","Equity","9,205,622.74","0.02","9,205,622.74","151,259.00","60.86","United States","NYSE","USD","1.00","USD","-"
"FIVE","FIVE BELOW INC","Consumer Discretionary","Equity","9,152,282.54","0.02","9,152,282.54","38,098.00","240.23","United States","NASDAQ","USD","1.00","USD","-"
"MKC","MCCORMICK & CO NON-VOTING INC","Consumer Staples","Equity","9,130,211.83","0.02","9,130,211.83","177,389.00","51.47","United States","NYSE","USD","1.00","USD","-"
"UNM","UNUM","Financials","Equity","9,127,723.88","0.02","9,127,723.88","118,036.00","77.33","United States","NYSE","USD","1.00","USD","-"
"AVY","AVERY DENNISON CORP","Materials","Equity","9,058,453.30","0.02","9,058,453.30","54,226.00","167.05","United States","NYSE","USD","1.00","USD","-"
"NYT","NEW YORK TIMES CLASS A","Communication","Equity","9,053,199.40","0.02","9,053,199.40","112,532.00","80.45","United States","NYSE","USD","1.00","USD","-"
"SOLS","SOLSTICE ADVANCED MATERIALS INC","Materials","Equity","9,045,984.08","0.02","9,045,984.08","111,212.00","81.34","United States","NASDAQ","USD","1.00","USD","-"
"EQH","EQUITABLE HOLDINGS INC","Financials","Equity","9,010,671.63","0.02","9,010,671.63","216,759.00","41.57","United States","NYSE","USD","1.00","USD","-"
"OKTA","OKTA INC CLASS A","Information Technology","Equity","8,985,493.80","0.02","8,985,493.80","114,174.00","78.70","United States","NASDAQ","USD","1.00","USD","-"
"BLD","TOPBUILD CORP","Consumer Discretionary","Equity","8,978,514.96","0.02","8,978,514.96","19,828.00","452.82","United States","NYSE","USD","1.00","USD","-"
"TKO","TKO GROUP HOLDINGS INC CLASS A","Communication","Equity","8,930,980.74","0.02","8,930,980.74","47,949.00","186.26","United States","NYSE","USD","1.00","USD","-"
"ALLY","ALLY FINANCIAL INC","Financials","Equity","8,920,154.88","0.02","8,920,154.88","195,104.00","45.72","United States","NYSE","USD","1.00","USD","-"
"EVR","EVERCORE INC CLASS A","Financials","Equity","8,886,492.45","0.02","8,886,492.45","25,245.00","352.01","United States","NYSE","USD","1.00","USD","-"
"NBIX","NEUROCRINE BIOSCIENCES INC","Health Care","Equity","8,851,239.32","0.02","8,851,239.32","67,474.00","131.18","United States","NASDAQ","USD","1.00","USD","-"
"BJ","BJS WHOLESALE CLUB HOLDINGS INC","Consumer Staples","Equity","8,851,376.52","0.02","8,851,376.52","92,772.00","95.41","United States","NYSE","USD","1.00","USD","-"
"HAS","HASBRO INC","Consumer Discretionary","Equity","8,851,419.07","0.02","8,851,419.07","97,687.00","90.61","United States","NASDAQ","USD","1.00","USD","-"
"EXEL","EXELIXIS INC","Health Care","Equity","8,809,205.50","0.02","8,809,205.50","188,030.00","46.85","United States","NASDAQ","USD","1.00","USD","-"
"GLPI","GAMING AND LEISURE PROPERTIES REIT","Real Estate","Equity","8,742,507.20","0.02","8,742,507.20","189,560.00","46.12","United States","NASDAQ","USD","1.00","USD","-"
"PEN","PENUMBRA INC","Health Care","Equity","8,723,834.60","0.02","8,723,834.60","26,260.00","332.21","United States","NYSE","USD","1.00","USD","-"
"ROIV","ROIVANT SCIENCES LTD","Health Care","Equity","8,672,678.85","0.02","8,672,678.85","297,519.00","29.15","United States","NASDAQ","USD","1.00","USD","-"
"GNRC","GENERAC HOLDINGS INC","Industrials","Equity","8,611,920.69","0.02","8,611,920.69","40,301.00","213.69","United States","NYSE","USD","1.00","USD","-"
"FHN","FIRST HORIZON CORP","Financials","Equity","8,613,569.40","0.02","8,613,569.40","350,430.00","24.58","United States","NYSE","USD","1.00","USD","-"
"ALLE","ALLEGION PLC","Industrials","Equity","8,613,769.62","0.02","8,613,769.62","59,434.00","144.93","United States","NYSE","USD","1.00","USD","-"
"TEAM","ATLASSIAN CORP CLASS A","Information Technology","Equity","8,590,562.73","0.02","8,590,562.73","116,073.00","74.01","United States","NASDAQ","USD","1.00","USD","-"
"BBY","BEST BUY INC","Consumer Discretionary","Equity","8,560,731.03","0.02","8,560,731.03","134,751.00","63.53","United States","NYSE","USD","1.00","USD","-"
"PINS","PINTEREST INC CLASS A","Communication","Equity","8,523,916.22","0.02","8,523,916.22","413,381.00","20.62","United States","NYSE","USD","1.00","USD","-"
"BWA","BORGWARNER INC","Consumer Discretionary","Equity","8,516,717.62","0.02","8,516,717.62","152,602.00","55.81","United States","NYSE","USD","1.00","USD","-"
"GDDY","GODADDY INC CLASS A","Information Technology","Equity","8,467,659.20","0.02","8,467,659.20","95,788.00","88.40","United States","NYSE","USD","1.00","USD","-"
"AGNC","AGNC INVESTMENT REIT CORP","Financials","Equity","8,453,209.83","0.02","8,453,209.83","774,813.00","10.91","United States","NASDAQ","USD","1.00","USD","-"
"GWRE","GUIDEWIRE SOFTWARE INC","Information Technology","Equity","8,433,979.17","0.02","8,433,979.17","58,983.00","142.99","United States","NYSE","USD","1.00","USD","-"
"GL","GLOBE LIFE INC","Financials","Equity","8,414,340.00","0.02","8,414,340.00","55,632.00","151.25","United States","NYSE","USD","1.00","USD","-"
"CLX","CLOROX","Consumer Staples","Equity","8,381,011.60","0.02","8,381,011.60","86,536.00","96.85","United States","NYSE","USD","1.00","USD","-"
"PNW","PINNACLE WEST CORP","Utilities","Equity","8,378,596.80","0.02","8,378,596.80","83,121.00","100.80","United States","NYSE","USD","1.00","USD","-"
"WBS","WEBSTER FINANCIAL CORP","Financials","Equity","8,350,427.36","0.02","8,350,427.36","115,721.00","72.16","United States","NYSE","USD","1.00","USD","-"
"JAZZ","JAZZ PHARMACEUTICALS PLC","Health Care","Equity","8,348,190.40","0.02","8,348,190.40","41,246.00","202.40","United States","NASDAQ","USD","1.00","USD","-"
"ELS","EQUITY LIFESTYLE PROPERTIES REIT I","Real Estate","Equity","8,330,748.66","0.02","8,330,748.66","132,613.00","62.82","United States","NYSE","USD","1.00","USD","-"
"CCK","CROWN HOLDINGS INC","Materials","Equity","8,316,668.16","0.02","8,316,668.16","81,632.00","101.88","United States","NYSE","USD","1.00","USD","-"
"CRCL","CIRCLE INTERNET GROUP INC CLASS A","Information Technology","Equity","8,293,593.56","0.02","8,293,593.56","79,471.00","104.36","United States","NYSE","USD","1.00","USD","-"
"ARMK","ARAMARK","Consumer Discretionary","Equity","8,286,496.75","0.02","8,286,496.75","183,127.00","45.25","United States","NYSE","USD","1.00","USD","-"
"SCI","SERVICE","Consumer Discretionary","Equity","8,270,889.90","0.02","8,270,889.90","97,730.00","84.63","United States","NYSE","USD","1.00","USD","-"
"HUBS","HUBSPOT INC","Information Technology","Equity","8,250,987.50","0.02","8,250,987.50","35,450.00","232.75","United States","NYSE","USD","1.00","USD","-"
"LAMR","LAMAR ADVERTISING COMPANY CLAS","Real Estate","Equity","8,246,311.85","0.02","8,246,311.85","61,747.00","133.55","United States","NASDAQ","USD","1.00","USD","-"
"ZBRA","ZEBRA TECHNOLOGIES CORP CLASS A","Information Technology","Equity","8,235,941.80","0.02","8,235,941.80","35,638.00","231.10","United States","NASDAQ","USD","1.00","USD","-"
"SWK","STANLEY BLACK & DECKER INC","Industrials","Equity","8,213,298.60","0.02","8,213,298.60","108,498.00","75.70","United States","NYSE","USD","1.00","USD","-"
"DPZ","DOMINOS PIZZA INC","Consumer Discretionary","Equity","8,122,548.21","0.02","8,122,548.21","22,197.00","365.93","United States","NASDAQ","USD","1.00","USD","-"
"IONS","IONIS PHARMACEUTICALS INC","Health Care","Equity","8,082,986.94","0.02","8,082,986.94","108,018.00","74.83","United States","NASDAQ","USD","1.00","USD","-"
"SF","STIFEL FINANCIAL CORP","Financials","Equity","8,053,443.30","0.02","8,053,443.30","104,090.00","77.37","United States","NYSE","USD","1.00","USD","-"
"IT","GARTNER INC","Information Technology","Equity","8,047,406.52","0.02","8,047,406.52","51,228.00","157.09","United States","NYSE","USD","1.00","USD","-"
"JKHY","JACK HENRY AND ASSOCIATES INC","Financials","Equity","8,025,637.68","0.02","8,025,637.68","51,486.00","155.88","United States","NASDAQ","USD","1.00","USD","-"
"AIZ","ASSURANT INC","Financials","Equity","7,989,961.60","0.02","7,989,961.60","34,880.00","229.07","United States","NYSE","USD","1.00","USD","-"
"UDR","UDR REIT INC","Real Estate","Equity","7,955,762.85","0.02","7,955,762.85","230,535.00","34.51","United States","NYSE","USD","1.00","USD","-"
"HEI","HEICO CORP","Industrials","Equity","7,935,437.79","0.02","7,935,437.79","29,547.00","268.57","United States","NYSE","USD","1.00","USD","-"
"SAIA","SAIA INC","Industrials","Equity","7,906,935.96","0.02","7,906,935.96","18,326.00","431.46","United States","NASDAQ","USD","1.00","USD","-"
"DOC","HEALTHPEAK PROPERTIES INC","Real Estate","Equity","7,899,555.85","0.02","7,899,555.85","483,745.00","16.33","United States","NYSE","USD","1.00","USD","-"
"MEDP","MEDPACE HOLDINGS INC","Health Care","Equity","7,854,690.08","0.02","7,854,690.08","15,448.00","508.46","United States","NASDAQ","USD","1.00","USD","-"
"CACI","CACI INTERNATIONAL INC CLASS A","Industrials","Equity","7,846,133.25","0.02","7,846,133.25","15,317.00","512.25","United States","NYSE","USD","1.00","USD","-"
"AR","ANTERO RESOURCES CORP","Energy","Equity","7,776,780.60","0.02","7,776,780.60","201,471.00","38.60","United States","NYSE","USD","1.00","USD","-"
"ALSN","ALLISON TRANSMISSION HOLDINGS INC","Industrials","Equity","7,759,424.96","0.02","7,759,424.96","58,324.00","133.04","United States","NYSE","USD","1.00","USD","-"
"WTRG","ESSENTIAL UTILITIES INC","Utilities","Equity","7,737,923.52","0.02","7,737,923.52","198,612.00","38.96","United States","NYSE","USD","1.00","USD","-"
"RVTY","REVVITY INC","Health Care","Equity","7,721,249.16","0.02","7,721,249.16","81,897.00","94.28","United States","NYSE","USD","1.00","USD","-"
"AIT","APPLIED INDUSTRIAL TECHNOLOGIES IN","Industrials","Equity","7,704,574.88","0.02","7,704,574.88","26,584.00","289.82","United States","NYSE","USD","1.00","USD","-"
"ELAN","ELANCO ANIMAL HEALTH INC","Health Care","Equity","7,660,858.94","0.02","7,660,858.94","341,089.00","22.46","United States","NYSE","USD","1.00","USD","-"
"CPT","CAMDEN PROPERTY TRUST REIT","Real Estate","Equity","7,635,964.08","0.02","7,635,964.08","75,246.00","101.48","United States","NYSE","USD","1.00","USD","-"
"ACM","AECOM","Industrials","Equity","7,627,007.08","0.02","7,627,007.08","92,572.00","82.39","United States","NYSE","USD","1.00","USD","-"
"GEN","GEN DIGITAL INC","Information Technology","Equity","7,599,858.17","0.02","7,599,858.17","380,183.00","19.99","United States","NASDAQ","USD","1.00","USD","-"
"WMS","ADVANCED DRAINAGE SYSTEMS INC","Industrials","Equity","7,566,251.98","0.02","7,566,251.98","49,189.00","153.82","United States","NYSE","USD","1.00","USD","-"
"DKNG","DRAFTKINGS INC CLASS A","Consumer Discretionary","Equity","7,528,303.86","0.02","7,528,303.86","335,038.00","22.47","United States","NASDAQ","USD","1.00","USD","-"
"DT","DYNATRACE INC","Information Technology","Equity","7,478,016.52","0.02","7,478,016.52","206,918.00","36.14","United States","NYSE","USD","1.00","USD","-"
"GMED","GLOBUS MEDICAL INC CLASS A","Health Care","Equity","7,434,130.00","0.02","7,434,130.00","78,254.00","95.00","United States","NYSE","USD","1.00","USD","-"
"NTNX","NUTANIX INC CLASS A","Information Technology","Equity","7,418,686.56","0.02","7,418,686.56","178,936.00","41.46","United States","NASDAQ","USD","1.00","USD","-"
"COKE","COCA COLA CONSOLIDATED INC","Consumer Staples","Equity","7,421,387.90","0.02","7,421,387.90","39,623.00","187.30","United States","NASDAQ","USD","1.00","USD","-"
"TTD","TRADE DESK INC CLASS A","Communication","Equity","7,372,041.80","0.02","7,372,041.80","312,905.00","23.56","United States","NASDAQ","USD","1.00","USD","-"
"TXRH","TEXAS ROADHOUSE INC","Consumer Discretionary","Equity","7,345,434.90","0.02","7,345,434.90","46,446.00","158.15","United States","NASDAQ","USD","1.00","USD","-"
"AES","AES CORP","Utilities","Equity","7,341,900.50","0.02","7,341,900.50","508,090.00","14.45","United States","NYSE","USD","1.00","USD","-"
"FLS","FLOWSERVE CORP","Industrials","Equity","7,326,734.26","0.02","7,326,734.26","88,562.00","82.73","United States","NYSE","USD","1.00","USD","-"
"EGP","EASTGROUP PROPERTIES REIT INC","Real Estate","Equity","7,317,493.23","0.02","7,317,493.23","36,429.00","200.87","United States","NYSE","USD","1.00","USD","-"
"GME","GAMESTOP CORP CLASS A","Consumer Discretionary","Equity","7,298,935.68","0.02","7,298,935.68","284,448.00","25.66","United States","NYSE","USD","1.00","USD","-"
"OC","OWENS CORNING","Industrials","Equity","7,209,123.84","0.02","7,209,123.84","58,668.00","122.88","United States","NYSE","USD","1.00","USD","-"
"AMH","AMERICAN HOMES RENT REIT CLASS A","Real Estate","Equity","7,147,167.24","0.02","7,147,167.24","236,818.00","30.18","United States","NYSE","USD","1.00","USD","-"
"NWSA","NEWS CORP CLASS A","Communication","Equity","7,122,825.45","0.02","7,122,825.45","267,273.00","26.65","United States","NASDAQ","USD","1.00","USD","-"
"SOLV","SOLVENTUM CORP","Health Care","Equity","7,119,366.65","0.02","7,119,366.65","103,015.00","69.11","United States","NYSE","USD","1.00","USD","-"
"BMRN","BIOMARIN PHARMACEUTICAL INC","Health Care","Equity","7,100,743.65","0.02","7,100,743.65","131,131.00","54.15","United States","NASDAQ","USD","1.00","USD","-"
"RRC","RANGE RESOURCES CORP","Energy","Equity","7,083,917.50","0.02","7,083,917.50","163,790.00","43.25","United States","NYSE","USD","1.00","USD","-"
"DCI","DONALDSON INC","Industrials","Equity","7,006,870.75","0.02","7,006,870.75","81,145.00","86.35","United States","NYSE","USD","1.00","USD","-"
"EHC","ENCOMPASS HEALTH CORP","Health Care","Equity","7,002,731.80","0.02","7,002,731.80","68,540.00","102.17","United States","NYSE","USD","1.00","USD","-"
"IOT","SAMSARA INC CLASS A","Information Technology","Equity","6,996,446.64","0.02","6,996,446.64","218,366.00","32.04","United States","NYSE","USD","1.00","USD","-"
"UHS","UNIVERSAL HEALTH SERVICES INC CLAS","Health Care","Equity","6,941,093.76","0.02","6,941,093.76","38,408.00","180.72","United States","NYSE","USD","1.00","USD","-"
"KNX","KNIGHT-SWIFT TRANSPORTATION HOLDIN","Industrials","Equity","6,920,844.56","0.02","6,920,844.56","108,172.00","63.98","United States","NYSE","USD","1.00","USD","-"
"MP","MP MATERIALS CORP CLASS A","Materials","Equity","6,897,758.67","0.02","6,897,758.67","99,693.00","69.19","United States","NYSE","USD","1.00","USD","-"
"BLDR","BUILDERS FIRSTSOURCE INC","Industrials","Equity","6,854,075.01","0.01","6,854,075.01","75,627.00","90.63","United States","NYSE","USD","1.00","USD","-"
"WTFC","WINTRUST FINANCIAL CORP","Financials","Equity","6,830,743.32","0.01","6,830,743.32","46,188.00","147.89","United States","NASDAQ","USD","1.00","USD","-"
"SSB","SOUTHSTATE BANK CORP","Financials","Equity","6,816,891.55","0.01","6,816,891.55","69,881.00","97.55","United States","NYSE","USD","1.00","USD","-"
"SJM","JM SMUCKER","Consumer Staples","Equity","6,812,397.83","0.01","6,812,397.83","71,717.00","94.99","United States","NYSE","USD","1.00","USD","-"
"ARW","ARROW ELECTRONICS INC","Information Technology","Equity","6,778,340.52","0.01","6,778,340.52","37,338.00","181.54","United States","NYSE","USD","1.00","USD","-"
"SN","SHARKNINJA INC","Consumer Discretionary","Equity","6,779,118.90","0.01","6,779,118.90","57,793.00","117.30","United States","NYSE","USD","1.00","USD","-"
"ZION","ZIONS BANCORPORATION","Financials","Equity","6,768,307.68","0.01","6,768,307.68","109,272.00","61.94","United States","NASDAQ","USD","1.00","USD","-"
"CAVA","CAVA GROUP INC","Consumer Discretionary","Equity","6,725,479.50","0.01","6,725,479.50","69,514.00","96.75","United States","NYSE","USD","1.00","USD","-"
"OSK","OSHKOSH CORP","Industrials","Equity","6,720,442.40","0.01","6,720,442.40","45,286.00","148.40","United States","NYSE","USD","1.00","USD","-"
"BPOP","POPULAR INC","Financials","Equity","6,700,342.30","0.01","6,700,342.30","45,181.00","148.30","United States","NASDAQ","USD","1.00","USD","-"
"ORI","OLD REPUBLIC INTERNATIONAL CORP","Financials","Equity","6,701,708.93","0.01","6,701,708.93","159,299.00","42.07","United States","NYSE","USD","1.00","USD","-"
"DOCU","DOCUSIGN INC","Information Technology","Equity","6,661,163.52","0.01","6,661,163.52","140,176.00","47.52","United States","NASDAQ","USD","1.00","USD","-"
"DAR","DARLING INGREDIENTS INC","Consumer Staples","Equity","6,652,503.75","0.01","6,652,503.75","110,415.00","60.25","United States","NYSE","USD","1.00","USD","-"
"DINO","HF SINCLAIR CORP","Energy","Equity","6,632,644.08","0.01","6,632,644.08","111,548.00","59.46","United States","NYSE","USD","1.00","USD","-"
"LFUS","LITTELFUSE INC","Information Technology","Equity","6,625,283.60","0.01","6,625,283.60","16,792.00","394.55","United States","NASDAQ","USD","1.00","USD","-"
"SWKS","SKYWORKS SOLUTIONS INC","Information Technology","Equity","6,601,606.98","0.01","6,601,606.98","106,874.00","61.77","United States","NASDAQ","USD","1.00","USD","-"
"CNM","CORE & MAIN INC CLASS A","Industrials","Equity","6,591,631.68","0.01","6,591,631.68","134,633.00","48.96","United States","NYSE","USD","1.00","USD","-"
"IVZ","INVESCO LTD","Financials","Equity","6,583,821.48","0.01","6,583,821.48","257,583.00","25.56","United States","NYSE","USD","1.00","USD","-"
"OGE","OGE ENERGY CORP","Utilities","Equity","6,570,460.48","0.01","6,570,460.48","142,712.00","46.04","United States","NYSE","USD","1.00","USD","-"
"FRT","FEDERAL REALTY INVESTMENT TRUST RE","Real Estate","Equity","6,565,620.21","0.01","6,565,620.21","59,617.00","110.13","United States","NYSE","USD","1.00","USD","-"
"BAH","BOOZ ALLEN HAMILTON HOLDING CORP C","Industrials","Equity","6,536,372.34","0.01","6,536,372.34","84,482.00","77.37","United States","NYSE","USD","1.00","USD","-"
"BAX","BAXTER INTERNATIONAL INC","Health Care","Equity","6,527,734.72","0.01","6,527,734.72","356,512.00","18.31","United States","NYSE","USD","1.00","USD","-"
"TTC","TORO","Industrials","Equity","6,521,662.55","0.01","6,521,662.55","69,005.00","94.51","United States","NYSE","USD","1.00","USD","-"
"BRX","BRIXMOR PROPERTY GROUP REIT INC","Real Estate","Equity","6,514,594.44","0.01","6,514,594.44","215,858.00","30.18","United States","NYSE","USD","1.00","USD","-"
"PRI","PRIMERICA INC","Financials","Equity","6,507,636.97","0.01","6,507,636.97","23,071.00","282.07","United States","NYSE","USD","1.00","USD","-"
"CGNX","COGNEX CORP","Information Technology","Equity","6,504,023.34","0.01","6,504,023.34","120,378.00","54.03","United States","NASDAQ","USD","1.00","USD","-"
"TECH","BIO TECHNE CORP","Health Care","Equity","6,495,116.08","0.01","6,495,116.08","110,876.00","58.58","United States","NASDAQ","USD","1.00","USD","-"
"FDS","FACTSET RESEARCH SYSTEMS INC","Financials","Equity","6,460,235.52","0.01","6,460,235.52","26,616.00","242.72","United States","NYSE","USD","1.00","USD","-"
"CNH","CNH INDUSTRIAL N.V. NV","Industrials","Equity","6,385,726.29","0.01","6,385,726.29","609,907.00","10.47","United States","NYSE","USD","1.00","USD","-"
"VMI","VALMONT INDS INC","Industrials","Equity","6,386,073.50","0.01","6,386,073.50","13,682.00","466.75","United States","NYSE","USD","1.00","USD","-"
"R","RYDER SYSTEM INC","Industrials","Equity","6,378,384.66","0.01","6,378,384.66","28,027.00","227.58","United States","NYSE","USD","1.00","USD","-"
"BXP","BXP INC","Real Estate","Equity","6,367,074.99","0.01","6,367,074.99","109,231.00","58.29","United States","NYSE","USD","1.00","USD","-"
"MTCH","MATCH GROUP INC","Communication","Equity","6,304,931.88","0.01","6,304,931.88","172,596.00","36.53","United States","NASDAQ","USD","1.00","USD","-"
"AYI","ACUITY INC","Industrials","Equity","6,300,407.76","0.01","6,300,407.76","21,576.00","292.01","United States","NYSE","USD","1.00","USD","-"
"AMKR","AMKOR TECHNOLOGY INC","Information Technology","Equity","6,289,868.25","0.01","6,289,868.25","87,057.00","72.25","United States","NASDAQ","USD","1.00","USD","-"
"CRL","CHARLES RIVER LABORATORIES INTERNA","Health Care","Equity","6,291,516.00","0.01","6,291,516.00","34,045.00","184.80","United States","NYSE","USD","1.00","USD","-"
"VNOM","VIPER ENERGY INC CLASS A","Energy","Equity","6,220,201.92","0.01","6,220,201.92","130,512.00","47.66","United States","NASDAQ","USD","1.00","USD","-"
"MUSA","MURPHY USA INC","Consumer Discretionary","Equity","6,192,658.92","0.01","6,192,658.92","11,914.00","519.78","United States","NYSE","USD","1.00","USD","-"
"FOX","FOX CORP CLASS B","Communication","Equity","6,102,818.29","0.01","6,102,818.29","104,197.00","58.57","United States","NASDAQ","USD","1.00","USD","-"
"HLI","HOULIHAN LOKEY INC CLASS A","Financials","Equity","6,088,095.36","0.01","6,088,095.36","37,899.00","160.64","United States","NYSE","USD","1.00","USD","-"
"CUBE","CUBESMART REIT","Real Estate","Equity","6,089,088.39","0.01","6,089,088.39","155,771.00","39.09","United States","NYSE","USD","1.00","USD","-"
"ADC","AGREE REALTY REIT CORP","Real Estate","Equity","6,084,071.18","0.01","6,084,071.18","79,354.00","76.67","United States","NYSE","USD","1.00","USD","-"
"CR","CRANE","Industrials","Equity","6,079,936.61","0.01","6,079,936.61","33,847.00","179.63","United States","NYSE","USD","1.00","USD","-"
"CRUS","CIRRUS LOGIC INC","Information Technology","Equity","6,067,281.57","0.01","6,067,281.57","35,713.00","169.89","United States","NASDAQ","USD","1.00","USD","-"
"ESI","ELEMENT SOLUTIONS INC","Materials","Equity","6,038,267.55","0.01","6,038,267.55","158,277.00","38.15","United States","NYSE","USD","1.00","USD","-"
